Index,Brand,Product Name,Screen Size (Inches),Display type,Resolution (Pixels),Processor,Clock Speed (GHz),Core Count,Graphics,RAM (GB),RAM type,Storage,Wi-Fi,OS,Weight (kg),Warranty,Price (AUD),Link
270,MSI,Summit 16 16 QHD+ 165Hz Laptop (Core Ultra 7) [1TB],16.0,IPS-Level,2560 x 1600,Intel Core Ultra 7,2.5,16 Core,Intel Arc Graphics,32,LPDDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.1,2 Years,2199,https://www.jbhifi.com.au/products/msi-summit-16-16-qhd-165hz-laptop-core-ultra-7-1tb
271,MSI,Prestige A16 AI+ 16 UHD+ OLED Laptop (Ryzen 9) [1TB],16.0,"IPS-Level, OLED",3840x2400,AMD Ryzen 9,2.0,10 Core,AMD Radeon™ Graphics,32,LPDDR5x,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.9,2 Years,2199,https://www.jbhifi.com.au/products/msi-prestige-a16-ai-16-uhd-oled-laptop-ryzen-9-1tb
272,HP,OmniBook Ultra Flip 14 OLED Laptop (Intel® Core™ Ultra 7 / 16GB),14.0,OLED,2880x1800,Intel® Core™ Ultra 7,2.2,8 Core,Intel® Arc™ Graphics,16,LPDDR5,1TB,Yes,Windows 11 Home,,1 Year,2699,https://www.jbhifi.com.au/products/hp-omnibook-ultra-flip-14-oled-laptop-intel-core-ultra-7-16gb
273,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Elite 12 core/16GB/1TB OLED (Sapphire),13.0,Touchscreen: 13” PixelSense™ Flow Display OLED,2880 x 1920,Qualcomm Snapdragon,3.4,12 Core,Integrated,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,2049,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-1tb-oled-sapphire
274,MSI,Modern 15 H AI 15.6 FHD 60Hz Laptop (Intel Core Ultra 7) [1TB],15.6,IPS-Level,1920 x 1080,Intel Core Ultra 7,2.5,16 Core,Intel Arc Graphics,16,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,1399,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-60hz-laptop-intel-core-ultra-7-1tb
275,HP,Victus 15-fa2721TX 15.6 FHD 144Hz Gaming Laptop (Intel Core i5)[GeForce RTX 2050],15.6,IPS,1920 x 1080,Intel Core i5,2.1,8 Core,Intel UHD,16,DDR4,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,2.29,1 Year,1599,https://www.jbhifi.com.au/products/hp-victus-15-fa2721tx-15-6-fhd-144hz-gaming-laptop-intel-core-i5geforce-rtx-2050
276,Apple,"MacBook Pro 14-inch with M4 Pro Chip, 1TB/24GB (Silver)[2024]",14.0,,3124 x 1964,Apple M4 Pro,,14 Core,20 core GPU,24,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,1 Year,3877,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-pro-chip-1tb-24gb-silver2024
277,MSI,Stealth 18 AI Studio 18 UHD+ MiniLED 120Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 4090],18.0,IPS,3840 x 2400,Intel Core Ultra 9,2.3,16 Core,,64,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,2.89,2 Years,5499,https://www.jbhifi.com.au/products/msi-stealth-18-ai-studio-18-uhd-miniled-120hz-gaming-laptop-intel-core-ultra-9geforce-rtx-4090
278,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Space Grey)[2024]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-space-grey2024
279,Leader,Minecraft 14 HD Laptop (Intel Celeron)[128GB],14.0,TN,1366 x 768,Intel Core Celeron,1.1,Dual Core,Intel® UHD Graphics 600,4,,128GB,Wi-Fi 5 (802.11 ac),Windows 11 Home,1.26,1 Year,379,https://www.jbhifi.com.au/products/leader-minecraft-14-hd-laptop-intel-celeron128gb
280,Lenovo,Yoga Slim 9i 14 4K OLED Laptop (Intel Core Ultra 7)[1TB],14.0,OLED,3840 x 2400,Intel Core Ultra 7,,8 Core,Integrated Intel Arc Graphics 140V,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.23,1 Year,3999,https://www.jbhifi.com.au/products/lenovo-yoga-slim-9i-14-4k-oled-laptop-intel-core-ultra-71tb
281,Alienware,Area51 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],16.0,LED,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.4,1 Year,4759,https://www.jbhifi.com.au/products/alienware-area51-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
282,MSI,Prestige 16 AI+ 16 UHD+ OLED Next level AI Laptop (Intel Core Ultra 7) [1TB],16.0,OLED,3840 x 2400,Intel Core Ultra 7,2.2,8 Core,Intel Arc Graphics,32,LPDDR5x,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.5,1 Year,2199,https://www.jbhifi.com.au/products/msi-prestige-16-ai-16-uhd-oled-next-level-ai-laptop-intel-core-ultra-7-1tb
283,ASUS,ROG Strix G16 16 WUXGA 165Hz Gaming Laptop (AMD Ryzen 9) [GeForce RTX 5060],16.0,IPS,1920 x 1200,AMD Ryzen 9,2.4,16 Core,,32,,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.5,1 Year,2519,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-wuxga-165hz-gaming-laptop-amd-ryzen-9-geforce-rtx-5060
284,Apple,"MacBook Pro 14-inch with M4 Max Chip, 1TB/36GB (Silver)[2024]",14.0,,3124 x 1964,Apple M4 Max,,14 Core,32 core GPU,36,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,1 Year,4767,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-max-chip-1tb-36gb-silver2024
285,Asus,ZenBook S 13 EVO 13 2.8K OLED Ultra-Lightweight Laptop (Intel Core Ultra 7)[1TB],13.3,OLED,2880 x 1800,Intel Core Ultra 7,1.7,12 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.0,1 Year,2249,https://www.jbhifi.com.au/products/asus-zenbook-s-13-evo-13-2-8k-oled-ultra-lightweight-laptop-intel-core-ultra-71tb
286,ASUS,ROG Strix SCAR 18 18 2.5K MiniLED 240Hz Nebula HDR Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5080],18.0,LED,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,NVIDIA GeForce RTX 5080,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.48,1 Year,4899,https://www.jbhifi.com.au/products/asus-rog-strix-scar-18-18-2-5k-miniled-240hz-nebula-hdr-gaming-laptop-intel-core-ultra-9-geforce-rtx-5080
287,Asus,ROG Strix G16 16 FHD+ 165Hz Gaming Laptop (13th Gen Intel i7)[GeForce RTX 4050],16.0,IPS,1920 x 1200,Intel Core i7,2.6,14 Core,,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.5,1 Year,1510,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-fhd-165hz-gaming-laptop-13th-gen-intel-i7geforce-rtx-4050
288,Lenovo,Legion 7 Pro 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090],16.0,OLED,2560 x 1600,Intel Core Ultra 9,,24 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.57,1 Year,6999,https://www.jbhifi.com.au/products/lenovo-legion-7-pro-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090
289,Alienware,Area-51 18 WQXGA 300Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],18.0,LED,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,4.34,1 Year,5599,https://www.jbhifi.com.au/products/alienware-area-51-18-wqxga-300hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
290,MSI,Venture A16 AI+ 16 2K OLED 120Hz Laptop (Ryzen AI 7) [512GB],16.0,IPS-Level,2048 x 1280,AMD Ryzen AI 7,2.0,8 Core,AMD Radeon Graphics,16,DDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,1699,https://www.jbhifi.com.au/products/msi-venture-a16-ai-16-2k-oled-120hz-laptop-ryzen-ai-7-512gb
291,MSI,Venture A16 AI+ 16 2K OLED 120Hz Laptop (Ryzen AI 5) [512GB],16.0,IPS-Level,2048 x 1280,AMD Ryzen AI 5,2.0,6 Core,AMD Radeon Graphics,16,DDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,1399,https://www.jbhifi.com.au/products/msi-venture-a16-ai-16-2k-oled-120hz-laptop-ryzen-ai-5-512gb
292,Asus,TUF F16 16 WUXGA 165Hz Gaming Laptop (Intel Core i5)[GeForce RTX 5050],16.0,IPS,1920 x 1200,Intel Core i5,2.4,10 Core,,16,,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.2,1 Year,2499,https://www.jbhifi.com.au/products/asus-tuf-f16-16-wuxga-165hz-gaming-laptop-intel-core-i5geforce-rtx-5050
293,MSI,Prestige 13 AI+ Ukiyoe Edition 13.3 2.8K OLED Laptop (Intel Core Ultra 9) [2TB],13.3,IPS-Level,2880 x 1800,Intel Core Ultra 9,3.3,8 Core,Intel Arc Graphics,32,LPDDR5x,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,0.99,1 Year,3699,https://www.jbhifi.com.au/products/msi-prestige-13-ai-ukiyoe-edition-13-3-2-8k-oled-laptop-intel-core-ultra-9-2tb
294,MSI,Stealth A16 Mercedes AMG AI+ 16 QHD+ OLED 240Hz Gaming Laptop (Ryzen AI 9) [GeForce RTX 5070],16.0,IPS-Level,2560 x 1600,AMD Ryzen AI 9,2.0,12 Core,GeForce RTX 5070,32,DDR5,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,2.1,2 Years,5799,https://www.jbhifi.com.au/products/msi-stealth-a16-mercedes-amg-ai-16-qhd-oled-240hz-gaming-laptop-ryzen-ai-9-geforce-rtx-5070
295,MSI,Stealth A18 AI+ 18 UHD+ MiniLED 120Hz Gaming Laptop (Ryzen AI 9) [GeForce RTX 5090],18.0,MiniLED,3840x2400,AMD Ryzen AI 9,2.0,12 Core,NVIDIA GeForce RTX 5090,64,DDR5,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,2.89,2 Years,6299,https://www.jbhifi.com.au/products/msi-stealth-a18-ai-18-uhd-miniled-120hz-gaming-laptop-ryzen-ai-9-geforce-rtx-5090
296,Lenovo,Legion Pro 7 16IAX10H 16 WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090],16.0,OLED,2560 x 1600,Intel Core Ultra 9,,24 Core,NVIDIA GeForce RTX 5090,64,"DDR5-5600 SDRAM, DDR5-5600 SDRAM",1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.62,1 Year,7999,https://www.jbhifi.com.au/products/lenovo-legion-pro-7-16iax10h-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5090-1
297,MSI,Raider 18 HX AI 18 UHD+ MiniLED 120Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5090],18.0,MiniLED,3840x2400,Intel Core Ultra 9,2.8,24 Core,NVIDIA GeForce RTX 5090,64,DDR5,4TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,3.6,2 Years,6999,https://www.jbhifi.com.au/products/msi-raider-18-hx-ai-18-uhd-miniled-120hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5090
298,HP,OmniBook X Flip 14 3K UWVA 2-in-1 OLED Laptop (Intel Core Ultra 7)[512GB],14.0,UWVA,2880 x 1800,Intel Core Ultra 7,2.2,8 Core,,16,LPDDR5x,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.38,1 Year,2599,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-3k-uwva-2-in-1-oled-laptop-intel-core-ultra-7512gb
299,Apple,"MacBook Air 15-inch with M3 Chip, 512GB/24GB (Midnight)",15.3,,2880 x 1864,Apple M3,,8 Core,10 core GPU,24,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2497,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-512gb-24gb-midnight
300,Apple,"MacBook Pro 16-inch with M4 Pro Chip, 512GB/48GB (Silver)[2024]",16.2,,3456 x 2234,Apple M4 Pro,,,,48,,512GB,Wi-Fi 6E (802.11 ax),,3.48,,4599,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-48gb-silver2024
301,Apple,"MacBook Pro 14-inch with M4 Chip, 1TB/16GB (Space Black/2024) [~Refurbished]",14.0,,3124 x 1964,Apple M4,,10 Core,10 core GPU,16,,1TB,Wi-Fi 6E (802.11 ax),,,,2527,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-1tb-16gb-space-black-2024-refurbished
302,HP,OmniBook Ultra 14 2.2K OLED Laptop (Ryzen 9 AI 365)[1TB],14.0,IPS,2240 x 1400,AMD Ryzen AI 9,2.0,10 Core,AMD Radeon™ Graphics,16,LPDDR5x,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.57,1 Year,2999,https://www.jbhifi.com.au/products/hp-omnibook-ultra-14-2-2k-oled-laptop-ryzen-9-ai-3651tb
303,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 256GB/8GB (Space Grey/2024) [~Refurbished]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,8,,256GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,,1999,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-256gb-8gb-space-grey-2024-refurbished
304,Apple,"MacBook Pro 16-inch with M4 Max Chip, 1TB/36GB (Silver)[2024]",16.2,,3456 x 2234,Apple M4 Max,,,,36,,1TB,Wi-Fi 6E (802.11 ax),,,,5477,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-max-chip-1tb-36gb-silver2024
305,ASUS,ROG Strix G18 18 2.5K 240Hz Nebula Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070Ti],18.1,IPS,2560x1600,Intel Core Ultra 9,2.7,24 Core,NVIDIA GeForce RTX 5070 Ti,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.42,1 Year,3849,https://www.jbhifi.com.au/products/asus-rog-strix-g18-18-2-5k-240hz-nebula-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070ti
306,Apple,MacBook Pro 13 2020 - i7 16GB RAM 512GB SSD (Space Grey) [~Refurbished: Very Good],,,,Intel Core i7,,,,16,,,,macOS Monterey,,12 Months,714,https://www.jbhifi.com.au/products/apple-macbook-pro-13-2020-i7-16gb-ram-512gb-ssd-space-grey-refurbished-very-good
307,MSI,Prestige 13 AI+ Evo 13.3 2.8K OLED Next-Level Laptop (Intel Core Ultra 5) [1TB],13.3,OLED,2880 x 1800,Intel Core Ultra 5,2.1,8 Core,Intel Arc Graphics,16,LPDDR5x,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.99,2 Years,2299,https://www.jbhifi.com.au/products/msi-prestige-13-ai-evo-13-3-2-8k-oled-next-level-laptop-intel-core-ultra-5-1tb
308,MSI,Prestige 16 AI Studio 16 UHD+ OLED Laptop (Intel Core Ultra 9) [GeForce RTX 4070],16.0,OLED,3840 x 2400,Intel Core Ultra 9,3.9,14 Core,,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.6,2 Years,3699,https://www.jbhifi.com.au/products/msi-prestige-16-ai-studio-16-uhd-oled-laptop-intel-core-ultra-9-geforce-rtx-4070
309,MSI,Prestige 16 AI+ Mercedes AMG 16 UHD+ OLED Laptop (Intel Core Ultra 9) [2TB],16.0,IPS-Level,3840 x 2400,Intel Core Ultra 9,3.3,8 Core,Intel Arc Graphics,32,LPDDR5x,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,1.5,1 Year,3999,https://www.jbhifi.com.au/products/msi-prestige-16-ai-mercedes-amg-16-uhd-oled-laptop-intel-core-ultra-9-2tb
310,MSI,Stealth A16 AI+ 16 QHD+ OLED 240Hz Gaming Laptop (Ryzen AI 9) [GeForceRTX 5070 Ti],16.0,OLED,2560x1600,AMD Ryzen AI 9,2.0,12 Core,,32,DDR5X,2TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,2.1,2 Years,4399,https://www.jbhifi.com.au/products/msi-stealth-a16-ai-16-qhd-oled-240hz-gaming-laptop-ryzen-ai-9-geforcertx-5070-ti
311,Apple,"MacBook Air 15-inch with M3 Chip, 512GB/24GB (Silver)",15.3,,2880 x 1864,Apple M3,,8 Core,10 core GPU,24,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2497,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-512gb-24gb-silver
312,Apple,"MacBook Pro 14-inch with M4 Chip, 1TB/24GB (Space Black/2024) [~Refurbished]",14.0,,3124 x 1964,Apple M4,,10 Core,10 core GPU,24,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,,2789,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-1tb-24gb-space-black-2024-refurbished
313,Apple,"MacBook Pro 14-inch with M4 Chip, 512GB/16GB (Silver/2024) [~Refurbished]",14.0,,3124 x 1964,Apple M4,,10 Core,10 core GPU,16,,512GB,Wi-Fi 6E (802.11 ax),,,,2259,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-512gb-16gb-silver-2024-refurbished
314,Asus,Zenbook Duo EVO 14 3K OLED Laptop (1TB) [Intel Ultra 9 185H],14.0,OLED,2880 x 1800,Intel Core Ultra 9,2.4,16 Core,Intel® Arc™ Graphics,32,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.65,1 Year,2384,https://www.jbhifi.com.au/products/asus-zenbook-duo-evo-14-3k-oled-laptop-1tb-intel-ultra-9-185h
315,MSI,Prestige 16 AI Studio 16 UHD+ OLED Laptop (Intel Core Ultra 9) [GeForce RTX 4060],16.0,OLED,3840 x 2400,Intel Core Ultra 9,3.9,14 Core,,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.6,2 Years,3299,https://www.jbhifi.com.au/products/msi-prestige-16-ai-studio-16-uhd-oled-laptop-intel-core-ultra-9-geforce-rtx-4060
316,Apple,"MacBook Pro 14-inch with M2 Pro Chip, 1TB SSD (Silver/2023) [~Refurbished]",14.0,,3024 x 1964,Apple M2 Pro,,12 Core,,16,,1TB,Wi-Fi 6E (802.11 ax),macOS Ventura,,,3449,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m2-pro-chip-1tb-ssd-silver-2023-refurbished
317,Apple,"MacBook Pro 14-inch with M2 Max Chip, 1TB SSD (Silver/2023)[~Refurbished]",14.0,,3024 x 1964,Apple M2 Max,,12 Core,,32,,1TB,Wi-Fi 6E (802.11 ax),macOS Ventura,,,4499,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m2-max-chip-1tb-ssd-silver-2023refurbished
318,GIGABYTE,A16 PRO | RTX 5070Ti | Intel Core7 240H | Gaming Laptop,,,,,,10 Core,,32,,,,Windows 11 Home,5.0,24 Months,2799,https://www.jbhifi.com.au/products/gigabyte-a16-pro-rtx-5070ti-intel-core7-240h-gaming-laptop
319,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/8GB (Starlight/2024) [~Refurbished]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,8,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,1.51,,2144,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-8gb-starlight-2024-refurbished
320,GIGABYTE,AERO X16 | RTX 5060 | Ryzen Al 7 350 | Gaming Laptop,,,,,,8 Core,,16,,,,Windows 11 Home,5.0,24 Months,2199,https://www.jbhifi.com.au/products/gigabyte-aero-x16-rtx-5060-ryzen-al-7-350-gaming-laptop
321,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Space Grey/2024) [~Refurbished]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,,2699,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-space-grey-2024-refurbished
322,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/8GB (Silver/2024) [~Refurbished]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,8,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,,2144,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-8gb-silver-2024-refurbished
323,GIGABYTE,AERO X16 | RTX 5070 | Ryzen AI 7 350 | Gaming Laptop,,,,,,8 Core,,16,,,,Windows 11 Home,5.0,24 Months,2499,https://www.jbhifi.com.au/products/gigabyte-aero-x16-rtx-5070-ryzen-ai-7-350-gaming-laptop-1
324,GIGABYTE,AERO X16 | RTX 5070 | Ryzen AI 7 350 | Gaming Laptop,,,,,,8 Core,,16,,,,Windows 11 Home,,24 Months,2499,https://www.jbhifi.com.au/products/gigabyte-aero-x16-rtx-5070-ryzen-ai-7-350-gaming-laptop
